"","time","age","gender","education","party","wom.refugees","wom.headscarf","wom.citizenship","wom.islam","wom.asylum","comment","list","subj","item","rating","item.string","item.type","pair"
"111","2022/05/31 8:29:53 AM GMT+2",25,"männlich","Abitur","SPD","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu",NA,"3",37,"target",3,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"112","2022/05/31 8:31:40 AM GMT+2",34,"männlich","Abitur","FDP","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral","Nein","3",38,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"113","2022/05/31 8:31:40 AM GMT+2",34,"männlich","Abitur","FDP","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral","Nein","3",38,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"114","2022/05/31 8:31:40 AM GMT+2",34,"männlich","Abitur","FDP","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral","Nein","3",38,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"115","2022/05/31 8:37:33 AM GMT+2",22,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"3",39,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"116","2022/05/31 8:37:33 AM GMT+2",22,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"3",39,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"117","2022/05/31 8:37:33 AM GMT+2",22,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"3",39,"target",2,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"118","2022/05/31 8:47:47 AM GMT+2",57,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"3",40,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"119","2022/05/31 8:47:47 AM GMT+2",57,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"3",40,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"120","2022/05/31 8:47:47 AM GMT+2",57,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"3",40,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"121","2022/05/31 8:54:15 AM GMT+2",31,"männlich","Abitur","Grüne","Neutral","Ich stimme zu","Neutral","Neutral","Neutral","An ein paar Stellen steht ""wiedersprüchlich"" ^^ Sonst alles super","3",41,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"122","2022/05/31 8:54:15 AM GMT+2",31,"männlich","Abitur","Grüne","Neutral","Ich stimme zu","Neutral","Neutral","Neutral","An ein paar Stellen steht ""wiedersprüchlich"" ^^ Sonst alles super","3",41,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"123","2022/05/31 8:54:15 AM GMT+2",31,"männlich","Abitur","Grüne","Neutral","Ich stimme zu","Neutral","Neutral","Neutral","An ein paar Stellen steht ""wiedersprüchlich"" ^^ Sonst alles super","3",41,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"124","2022/05/31 9:01:11 AM GMT+2",21,"männlich","Realschule","Freie Wähler","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"3",42,"control.c",4,"control.c","control.c","Hilfe vor Ort"
"125","2022/05/31 9:01:11 AM GMT+2",21,"männlich","Realschule","Freie Wähler","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"3",42,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"126","2022/05/31 9:01:11 AM GMT+2",21,"männlich","Realschule","Freie Wähler","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"3",42,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"127","2022/05/31 9:05:47 AM GMT+2",33,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,"3",43,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"128","2022/05/31 9:05:47 AM GMT+2",33,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,"3",43,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"129","2022/05/31 9:05:47 AM GMT+2",33,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,"3",43,"target",3,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"130","2022/05/31 9:07:54 AM GMT+2",32,"männlich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"3",44,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"131","2022/05/31 9:07:54 AM GMT+2",32,"männlich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"3",44,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"132","2022/05/31 9:07:54 AM GMT+2",32,"männlich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"3",44,"target",3,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"133","2022/05/31 9:08:09 AM GMT+2",34,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,"3",45,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"134","2022/05/31 9:08:09 AM GMT+2",34,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,"3",45,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"135","2022/05/31 9:08:09 AM GMT+2",34,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,"3",45,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"136","2022/05/31 9:10:41 AM GMT+2",39,"männlich","Studium","SPD","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"3",46,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"137","2022/05/31 9:10:41 AM GMT+2",39,"männlich","Studium","SPD","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"3",46,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"138","2022/05/31 9:10:41 AM GMT+2",39,"männlich","Studium","SPD","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"3",46,"target",2,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"139","2022/05/31 9:15:09 AM GMT+2",25,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"3",47,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"140","2022/05/31 9:15:09 AM GMT+2",25,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"3",47,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"141","2022/05/31 9:15:09 AM GMT+2",25,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"3",47,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"142","2022/05/31 9:15:39 AM GMT+2",21,"männlich","Fachoberschulreife in Wirtschaft und Verwaltung","ungültig","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","keine","3",48,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"143","2022/05/31 9:15:39 AM GMT+2",21,"männlich","Fachoberschulreife in Wirtschaft und Verwaltung","ungültig","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","keine","3",48,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"144","2022/05/31 9:15:39 AM GMT+2",21,"männlich","Fachoberschulreife in Wirtschaft und Verwaltung","ungültig","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","keine","3",48,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"145","2022/05/31 9:16:59 AM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"3",49,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"146","2022/05/31 9:16:59 AM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"3",49,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"147","2022/05/31 9:16:59 AM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"3",49,"target",2,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"148","2022/05/31 9:19:19 AM GMT+2",37,"männlich","Studium","AfD","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",50,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"149","2022/05/31 9:19:19 AM GMT+2",37,"männlich","Studium","AfD","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",50,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"150","2022/05/31 9:19:19 AM GMT+2",37,"männlich","Studium","AfD","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",50,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"151","2022/05/31 9:22:08 AM GMT+2",65,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"3",51,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"152","2022/05/31 9:22:08 AM GMT+2",65,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"3",51,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"153","2022/05/31 9:22:08 AM GMT+2",65,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"3",51,"target",4,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"154","2022/05/31 9:22:12 AM GMT+2",27,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",52,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"155","2022/05/31 9:22:12 AM GMT+2",27,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",52,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"156","2022/05/31 9:22:12 AM GMT+2",27,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",52,"target",1,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"157","2022/05/31 9:23:10 AM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"3",53,"control.c",4,"control.c","control.c","Hilfe vor Ort"
"158","2022/05/31 9:23:10 AM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"3",53,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"159","2022/05/31 9:23:10 AM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"3",53,"target",2,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"160","2022/05/31 9:23:35 AM GMT+2",22,"weiblich","Abitur","CDU","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",54,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"161","2022/05/31 9:23:35 AM GMT+2",22,"weiblich","Abitur","CDU","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",54,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"162","2022/05/31 9:23:35 AM GMT+2",22,"weiblich","Abitur","CDU","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"3",54,"target",4,"Hilfe vor Ort","dog whistle","Hilfe vor Ort"
"163","2022/05/31 10:10:41 AM GMT+2",40,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"4",55,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"164","2022/05/31 10:10:41 AM GMT+2",40,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"4",55,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"165","2022/05/31 10:10:41 AM GMT+2",40,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"4",55,"target",3,"lokale Unterstützung","control","Hilfe vor Ort"
"166","2022/05/31 10:28:25 AM GMT+2",27,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"4",56,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"167","2022/05/31 10:28:25 AM GMT+2",27,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"4",56,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"168","2022/05/31 10:28:25 AM GMT+2",27,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"4",56,"target",3,"lokale Unterstützung","control","Hilfe vor Ort"
"169","2022/05/31 10:32:16 AM GMT+2",57,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"4",57,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"170","2022/05/31 10:32:16 AM GMT+2",57,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"4",57,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"171","2022/05/31 10:32:16 AM GMT+2",57,"männlich","Studium","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"4",57,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"172","2022/05/31 10:33:18 AM GMT+2",37,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral",NA,"4",58,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"173","2022/05/31 10:33:18 AM GMT+2",37,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral",NA,"4",58,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"174","2022/05/31 10:33:18 AM GMT+2",37,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral",NA,"4",58,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"175","2022/05/31 10:40:19 AM GMT+2",21,"männlich","Abitur","Die PARTEI","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"4",59,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"176","2022/05/31 10:40:19 AM GMT+2",21,"männlich","Abitur","Die PARTEI","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"4",59,"control.nc",2,"control.nc","control.nc","Hilfe vor Ort"
"177","2022/05/31 10:40:19 AM GMT+2",21,"männlich","Abitur","Die PARTEI","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"4",59,"target",2,"lokale Unterstützung","control","Hilfe vor Ort"
"178","2022/05/31 10:41:19 AM GMT+2",28,"männlich","Studium","keine Angabe","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"4",60,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"179","2022/05/31 10:41:19 AM GMT+2",28,"männlich","Studium","keine Angabe","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"4",60,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"180","2022/05/31 10:41:19 AM GMT+2",28,"männlich","Studium","keine Angabe","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"4",60,"target",3,"lokale Unterstützung","control","Hilfe vor Ort"
"181","2022/05/31 10:41:37 AM GMT+2",33,"männlich","Studium","Keine","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"4",61,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"182","2022/05/31 10:41:37 AM GMT+2",33,"männlich","Studium","Keine","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"4",61,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"183","2022/05/31 10:41:37 AM GMT+2",33,"männlich","Studium","Keine","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"4",61,"target",2,"lokale Unterstützung","control","Hilfe vor Ort"
"184","2022/05/31 10:44:28 AM GMT+2",19,"weiblich","Realschule","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",62,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"185","2022/05/31 10:44:28 AM GMT+2",19,"weiblich","Realschule","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",62,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"186","2022/05/31 10:44:28 AM GMT+2",19,"weiblich","Realschule","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",62,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"187","2022/05/31 10:46:29 AM GMT+2",20,"divers","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"4",63,"control.c",4,"control.c","control.c","Hilfe vor Ort"
"188","2022/05/31 10:46:29 AM GMT+2",20,"divers","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"4",63,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"189","2022/05/31 10:46:29 AM GMT+2",20,"divers","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"4",63,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"190","2022/05/31 10:46:47 AM GMT+2",64,"weiblich","Hauptschule","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral",NA,"4",64,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"191","2022/05/31 10:46:47 AM GMT+2",64,"weiblich","Hauptschule","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral",NA,"4",64,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"192","2022/05/31 10:46:47 AM GMT+2",64,"weiblich","Hauptschule","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral",NA,"4",64,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"193","2022/05/31 10:47:35 AM GMT+2",25,"männlich","Realschule","Linke","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",65,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"194","2022/05/31 10:47:35 AM GMT+2",25,"männlich","Realschule","Linke","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",65,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"195","2022/05/31 10:47:35 AM GMT+2",25,"männlich","Realschule","Linke","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",65,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"196","2022/05/31 10:48:08 AM GMT+2",25,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme zu",NA,"4",66,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"197","2022/05/31 10:48:08 AM GMT+2",25,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme zu",NA,"4",66,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"198","2022/05/31 10:48:08 AM GMT+2",25,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme zu",NA,"4",66,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"199","2022/05/31 10:51:45 AM GMT+2",22,"männlich","Abitur","Grüne","Neutral","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral",NA,"4",67,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"200","2022/05/31 10:51:45 AM GMT+2",22,"männlich","Abitur","Grüne","Neutral","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral",NA,"4",67,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"201","2022/05/31 10:51:45 AM GMT+2",22,"männlich","Abitur","Grüne","Neutral","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral",NA,"4",67,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"202","2022/05/31 10:53:23 AM GMT+2",39,"männlich","Abitur","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"4",68,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"203","2022/05/31 10:53:23 AM GMT+2",39,"männlich","Abitur","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"4",68,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"204","2022/05/31 10:53:23 AM GMT+2",39,"männlich","Abitur","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"4",68,"target",2,"lokale Unterstützung","control","Hilfe vor Ort"
"205","2022/05/31 10:53:38 AM GMT+2",41,"männlich","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme zu",NA,"4",69,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"206","2022/05/31 10:53:38 AM GMT+2",41,"männlich","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme zu",NA,"4",69,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"207","2022/05/31 10:53:38 AM GMT+2",41,"männlich","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme zu",NA,"4",69,"target",3,"lokale Unterstützung","control","Hilfe vor Ort"
"208","2022/05/31 10:54:11 AM GMT+2",38,"weiblich","Studium","Grüne","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"4",70,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"209","2022/05/31 10:54:11 AM GMT+2",38,"weiblich","Studium","Grüne","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"4",70,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"210","2022/05/31 10:54:11 AM GMT+2",38,"weiblich","Studium","Grüne","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"4",70,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"211","2022/05/31 10:55:25 AM GMT+2",41,"divers","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"4",71,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"212","2022/05/31 10:55:25 AM GMT+2",41,"divers","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"4",71,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"213","2022/05/31 10:55:25 AM GMT+2",41,"divers","Realschule","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"4",71,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"214","2022/05/31 10:56:24 AM GMT+2",32,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",72,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"215","2022/05/31 10:56:24 AM GMT+2",32,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",72,"control.nc",1,"control.nc","control.nc","Hilfe vor Ort"
"216","2022/05/31 10:56:24 AM GMT+2",32,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"4",72,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"217","2022/05/31 11:02:03 AM GMT+2",19,"männlich","Abitur","FDP","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"4",73,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"218","2022/05/31 11:02:03 AM GMT+2",19,"männlich","Abitur","FDP","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"4",73,"control.nc",2,"control.nc","control.nc","Hilfe vor Ort"
"219","2022/05/31 11:02:03 AM GMT+2",19,"männlich","Abitur","FDP","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"4",73,"target",1,"lokale Unterstützung","control","Hilfe vor Ort"
"220","2022/05/31 11:17:00 AM GMT+2",42,"männlich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"4",74,"control.c",5,"control.c","control.c","Hilfe vor Ort"
"221","2022/05/31 11:17:00 AM GMT+2",42,"männlich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"4",74,"control.nc",2,"control.nc","control.nc","Hilfe vor Ort"
"222","2022/05/31 11:17:00 AM GMT+2",42,"männlich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"4",74,"target",2,"lokale Unterstützung","control","Hilfe vor Ort"
