"","subj","list","time","page","pprog","pracism","phonesty","phelpful","pintel","pchristian","pfriendly","pparty","age","gender","education","party","wom.refugees","wom.headscarf","wom.citizenship","wom.islam","wom.asylum","comment","sentence","dog.whistle","sentence.label"
"100",50,2,"2022/02/18 12:40:03 PM GMT+1","40-59",2,4,3,2,2,3,2,"AfD",51,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Die Aussage ""Islamische Verbände sollen als Religionsgemeinschaften staatlich anerkannt werden können."" zu bewerten finde ich schwierig, da ich die staatliche Anerkennung von Religionsgemeinschaften allgemein ablehne (auch die der christlichen Kirchen)",2,"Dog whistle","deutsches Staatsvolk"
"101",51,2,"2022/02/18 12:40:55 PM GMT+1","20-39",3,3,3,3,3,3,3,"keine Angabe",32,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,1,"Control","Volk"
"102",51,2,"2022/02/18 12:40:55 PM GMT+1","60-79",1,4,2,2,2,3,2,"AfD",32,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"103",52,2,"2022/02/18 12:41:01 PM GMT+1","20-39",4,1,4,3,3,3,3,"Grüne",36,"männlich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme nicht zu",NA,1,"Control","Volk"
"104",52,2,"2022/02/18 12:41:01 PM GMT+1","40-59",1,4,3,2,1,1,1,"AfD",36,"männlich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"105",53,2,"2022/02/18 12:42:16 PM GMT+1","40-59",4,3,4,5,5,3,3,"SPD",21,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"106",53,2,"2022/02/18 12:42:16 PM GMT+1","60-79",1,5,1,1,1,5,1,"AfD",21,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"107",54,2,"2022/02/18 12:43:19 PM GMT+1","60-79",2,3,2,3,4,4,3,"CDU",29,"männlich","Studium","FDP","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,1,"Control","Volk"
"108",54,2,"2022/02/18 12:43:19 PM GMT+1","60-79",2,3,3,3,4,4,3,"CDU",29,"männlich","Studium","FDP","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,2,"Dog whistle","deutsches Staatsvolk"
"109",55,2,"2022/02/18 12:43:32 PM GMT+1","40-59",4,3,4,3,3,4,3,"CDU",26,"männlich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,1,"Control","Volk"
"110",55,2,"2022/02/18 12:43:32 PM GMT+1","60-79",2,4,3,2,3,4,2,"CDU",26,"männlich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,2,"Dog whistle","deutsches Staatsvolk"
